,Unnamed: 0,public_metrics,source,entities,text,conversation_id,author_id,geo,lang,created_at,in_reply_to_user_id,id,referenced_tweets,reply_settings,possibly_sensitive,attachments,context_annotations,location,likes,retweets,replies,quotes
695,160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 12, 'end': 35, 'url': 'https://t.co/jnmMhmhwhu', 'expanded_url': 'https://www.google.com/amp/s/www.si.com/.amp/more-sports/2020/02/12/jim-jordan-accused-cover-up-sexual-abuse-ohio-state', 'display_url': 'google.com/amp/s/www.si.c…'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",@Jim_Jordan https://t.co/jnmMhmhwhu,1356663072245571586,558157597,{'place_id': '60e2c37980197297'},und,02/03/2021,18166778.0,1356961940149579778,"[{'type': 'replied_to', 'id': '1356663072245571586'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",UMN,0,0,0,0
696,161,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 98, 'end': 118, 'tag': 'OromoYellowMovement'}, {'start': 169, 'end': 201, 'tag': 'WeAllArePrisonersHenceTheYellow'}], 'annotations': [{'start': 88, 'end': 95, 'probability': 0.9838, 'type': 'Place', 'normalized_text': 'Ethiopia'}], 'mentions': [{'start': 202, 'end': 211, 'username': 'Haavisto', 'id': '30931835'}, {'start': 212, 'end': 223, 'username': 'SecBlinken', 'id': '1350150750966603777'}, {'start': 225, 'end': 239, 'username': 'JosepBorrellF', 'id': '1003895325025865730'}, {'start': 240, 'end': 253, 'username': 'KamalaHarris', 'id': '30354991'}, {'start': 254, 'end': 262, 'username': 'Reuters', 'id': '1652541'}]}","Murder,unlawful arrest and sexual abuse by security forces has become a common thing in Ethiopia. #OromoYellowMovement demands those behind it to be brought to justice. #WeAllArePrisonersHenceTheYellow @Haavisto @SecBlinken  @JosepBorrellF @KamalaHarris @Reuters",1356657734087802880,1291609277740855297,{'place_id': '60e2c37980197297'},en,02/02/2021,,1356657734087802880,,everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1117818918331011073', 'name': 'Josep Borrell Fontelles'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1117818918331011073', 'name': 'Josep Borrell Fontelles'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10047963346', 'name': 'Reuters', 'description': 'Reuters'}}]",UMN,2,1,0,0
697,162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 11, 'end': 20, 'probability': 0.9985, 'type': 'Person', 'normalized_text': 'Jim Jordan'}, {'start': 124, 'end': 126, 'probability': 0.8094, 'type': 'Organization', 'normalized_text': 'OSU'}], 'urls': [{'start': 128, 'end': 151, 'url': 'https://t.co/XBvUW5dLKs', 'expanded_url': 'https://twitter.com/Jim_Jordan/status/1346519208558002176', 'display_url': 'twitter.com/Jim_Jordan/sta…'}]}","For years, Jim Jordan has been afraid to discuss his role in facilitating through inaction the sexual abuse of young men at OSU https://t.co/XBvUW5dLKs",1346656683687256072,10312952,{'place_id': '8e9665cec9370f0f'},en,01/06/2021,,1346656683687256072,"[{'type': 'quoted', 'id': '1346519208558002176'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",UMN,0,0,0,0
698,163,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'TaniaCHumphrey', 'id': '4489881735'}]}","@TaniaCHumphrey In my 40+ years of ministry there was NEVER any training in my ministry on abuse, trauma, PTSD and nothing in sexual abuse until this year. And nearly every church is the same ...next",1337032565207740420,345490227,{'place_id': '8e9665cec9370f0f'},en,12/10/2020,345490227.0,1337105127531028485,"[{'type': 'replied_to', 'id': '1337104617772081153'}]",everyone,False,,,UMN,2,0,1,0
699,164,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",@Jim_Jordan Hopefully sexual abuse on college campuses. Know anything about that?,1335006495931510786,159501564,{'place_id': '60e2c37980197297'},en,12/05/2020,18166778.0,1335269027313315848,"[{'type': 'replied_to', 'id': '1335006495931510786'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",UMN,6,0,2,0
700,165,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'hashtags': [{'start': 237, 'end': 245, 'tag': 'BabyGod'}], 'annotations': [{'start': 9, 'end': 22, 'probability': 0.9933, 'type': 'Person', 'normalized_text': 'Quincy Fortier'}, {'start': 197, 'end': 199, 'probability': 0.634, 'type': 'Other', 'normalized_text': 'God'}, {'start': 229, 'end': 231, 'probability': 0.6973, 'type': 'Organization', 'normalized_text': 'HBO'}], 'urls': [{'start': 206, 'end': 229, 'url': 'https://t.co/MgHeXz5lTg', 'expanded_url': 'https://www.hbo.com/video/documentaries/baby-god/videos/trailer', 'display_url': 'hbo.com/video/document…'}]}","...about Quincy Fortier's medical practice, as well as his alleged sexual abuse.

Following several of his biological children as they grapple with new information about their origins &amp; ...

""Baby God"" https://t.co/MgHeXz5lTg on HBO #BabyGod",1334281111866912772,916339365810442241,{'place_id': '8e9665cec9370f0f'},en,12/02/2020,9.163393658104422e+17,1334282116180434949,"[{'type': 'replied_to', 'id': '1334281590780858370'}]",everyone,False,,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037586459', 'name': 'HBO'}}]",UMN,0,0,1,0
701,166,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",@Jim_Jordan I’m not a spineless coward. You want to know what makes a spineless coward? Someone that turns a blind eye to sexual abuse. You are a true piece of shit!,1320901350864072704,3021720229,{'place_id': '8e9665cec9370f0f'},en,10/27/2020,18166778.0,1320901350864072704,,everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",UMN,0,0,0,0
702,167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/Mw52atlqb2', 'expanded_url': 'https://twitter.com/ElisabethIngram/status/1313198099419074561', 'display_url': 'twitter.com/ElisabethIngra…'}]}",The article has tremendous insights into the ramifications of sexual abuse and the battle of the one abused faces. https://t.co/Mw52atlqb2,1317629463782371328,345490227,{'place_id': '8e9665cec9370f0f'},en,10/18/2020,,1317629463782371328,"[{'type': 'quoted', 'id': '1313198099419074561'}]",everyone,False,,,UMN,1,0,0,0
703,168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",Twitter for Android,,"@sulkywill You're an idiot if you think that these things are worse than cannibalism and murder. I am a survivor of rape in adulthood and childhood sexual abuse by a family member. It's not like I don't know what I'm talking about. Fiction helps people COPE. There's studies, you walnut.",1313942451699159040,2270376266,{'place_id': '8e9665cec9370f0f'},en,10/08/2020,1.2763348723829924e+18,1313994508066058240,"[{'type': 'replied_to', 'id': '1313942451699159040'}]",everyone,False,,,UMN,12,0,0,0
704,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 9, 'username': 'jkcarnah', 'id': '1443345746506432512'}, {'start': 10, 'end': 21, 'username': 'Jim_Jordan', 'id': '18166778'}]}","@jkcarnah @Jim_Jordan What do you like best about him?
That he ignored sexual abuse?

You need to make better life choices.",1311160997470707715,898344595645382657,{'place_id': '8e9665cec9370f0f'},en,09/30/2020,20214593.0,1311272252873334784,"[{'type': 'replied_to', 'id': '1311160997470707715'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",UMN,1,0,0,0
705,170,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/apnhtCKEUT', 'expanded_url': 'https://www.inquirer.com/news/curtis-institute-report-sexual-abuse-lara-st-john-philadelphia-20200922.html', 'display_url': 'inquirer.com/news/curtis-in…'}], 'mentions': [{'start': 47, 'end': 58, 'username': 'StJohnLara', 'id': '1101522390'}]}",https://t.co/apnhtCKEUT Only took 35 years for @StJohnLara to be believed.,1308574224219594758,39083754,{'place_id': '60e2c37980197297'},en,09/23/2020,,1308574224219594758,,everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070731925453598720', 'name': 'Lara St. John', 'description': 'Canadian musician'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1070731925453598720', 'name': 'Lara St. John', 'description': 'Canadian musician'}}]",UMN,0,0,1,0
706,171,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'kaelamwilliams', 'id': '783756460161282048'}, {'start': 16, 'end': 27, 'username': 'lonnniieee', 'id': '2262320292'}, {'start': 28, 'end': 44, 'username': 'BillTruthfinder', 'id': '1483667844'}, {'start': 45, 'end': 56, 'username': 'SenSanders', 'id': '29442313'}, {'start': 57, 'end': 73, 'username': 'realDonaldTrump', 'id': '25073877'}]}",@kaelamwilliams @lonnniieee @BillTruthfinder @SenSanders @realDonaldTrump Guessing the trauma of the childhood sexual abuse that almost always accompanies gender identity disorder. 🤔 which do you think Is more likely the cause of their delusions and resulting destructive behavior...,1304135025097617409,1460512836,{'place_id': '8e9665cec9370f0f'},en,09/12/2020,7.83756460161282e+17,1304885358312726528,"[{'type': 'replied_to', 'id': '1304884577803137024'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10037721459', 'name': 'Bernie Sanders', 'description': 'US Senator Bernie Sanders (VT)\n'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10037721459', 'name': 'Bernie Sanders', 'description': 'US Senator Bernie Sanders (VT)\n'}}]",UMN,0,0,0,0
707,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,,"A customer randomly dropped some heavy sexual abuse trauma onto me and now I’m in a funk. definitely a trigger for me 😞 not cool, lady.",1300620589858795520,1273720238,{'place_id': '60e2c37980197297'},en,09/01/2020,,1300620589858795520,,everyone,False,,,UMN,2,0,0,0
708,173,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",@Jim_Jordan Can you ignore the sexual abuse of students in person?,1295361143167496194,2247812785,{'place_id': '60e2c37980197297'},en,08/17/2020,18166778.0,1295457865717682178,"[{'type': 'replied_to', 'id': '1295361143167496194'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",UMN,0,0,0,0
709,174,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 13, 'username': 'AntheaButler', 'id': '113038982'}]}","@AntheaButler I wouldn’t. This has gone on amongst religious people forever. Crack a book. Same formula. Same with cults. Always sexual abuse. Coincidence? Anyway, there are many books that will fill you in.",1291849226700443649,114893873,{'place_id': '8e9665cec9370f0f'},en,08/07/2020,113038982.0,1291875992143835136,"[{'type': 'replied_to', 'id': '1291849226700443649'}]",everyone,False,,,UMN,0,0,0,0
710,175,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 218, 'end': 241, 'url': 'https://t.co/RcBpmsjO8C', 'expanded_url': 'https://twitter.com/bubbaprog/status/1285689632806535168', 'display_url': 'twitter.com/bubbaprog/stat…'}], 'annotations': [{'start': 38, 'end': 44, 'probability': 0.9986, 'type': 'Place', 'normalized_text': 'America'}]}","For context, 1 of every 5 children in America suffer sexual abuse. Imagine how they feel when they hear the president say this. One in five of you who read this, I imagine, will know the feeling personally. I sure do. https://t.co/RcBpmsjO8C",1285771682003779586,721391472,{'place_id': '8e9665cec9370f0f'},en,07/22/2020,,1285771682003779586,"[{'type': 'quoted', 'id': '1285689632806535168'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1278685520197898240', 'name': 'Ghislaine Maxwell'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",UMN,7,0,2,0
711,176,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'adamwren', 'id': '51329062'}], 'annotations': [{'start': 74, 'end': 86, 'probability': 0.9858, 'type': 'Person', 'normalized_text': 'Nancy Ortberg'}, {'start': 89, 'end': 92, 'probability': 0.8581, 'type': 'Person', 'normalized_text': 'John'}, {'start': 130, 'end': 135, 'probability': 0.3923, 'type': 'Person', 'normalized_text': 'Hybels'}]}","@adamwren And here’s another important detail of the Ortberg-Hybels saga: Nancy Ortberg, John’s wife, came forward as a victim of Hybels. You would think that after experiencing that pain, you’d do anything to protect others from experiencing sexual abuse. Not so, apparently.",1283886214848958466,1325596052,{'place_id': '8e9665cec9370f0f'},en,07/17/2020,51329062.0,1283964474307862529,"[{'type': 'replied_to', 'id': '1283886214848958466'}]",everyone,False,,,UMN,8,1,0,0
712,177,"{'retweet_count': 32, 'reply_count': 5, 'like_count': 60, 'quote_count': 3}",Twitter for Android,"{'hashtags': [{'start': 9, 'end': 24, 'tag': 'CatholicChurch'}, {'start': 61, 'end': 73, 'tag': 'coronavirus'}, {'start': 266, 'end': 272, 'tag': 'AMJoy'}]}","WTF? The #CatholicChurch got $1.4 BILLION in taxpayer-backed #coronavirus aid meant to assist SMALL businesses?!?

SPOILER ALERT: The Catholic Church is NOT a small business. Unless you consider the ongoing organized cover up of child sexual abuse a small business. #AMJoy",1281963807972061184,508006873,{'place_id': '8e9665cec9370f0f'},en,07/11/2020,,1281963807972061184,,everyone,False,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878891611865089', 'name': 'Small business', 'description': 'Small business'}}]",UMN,60,32,5,3
713,178,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'annotations': [{'start': 124, 'end': 138, 'probability': 0.9966, 'type': 'Person', 'normalized_text': 'Jeffrey Epstein'}], 'hashtags': [{'start': 17, 'end': 31, 'tag': 'TrumpPredator'}], 'urls': [{'start': 151, 'end': 174, 'url': 'https://t.co/Z0rom5kG4p', 'expanded_url': 'https://twitter.com/21stcenturycrim/status/1279522979039371265', 'display_url': 'twitter.com/21stcenturycri…'}]}","Standing next to #TrumpPredator, credibly accused of child sexual abuse--child rape--with his good friend and fellow abuser Jeffrey Epstein?  Bizarre. https://t.co/Z0rom5kG4p",1279618233411264512,387769772,{'place_id': '8e9665cec9370f0f'},en,07/05/2020,,1279618233411264512,"[{'type': 'quoted', 'id': '1279522979039371265'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1278686104699285505', 'name': 'Jeffrey Epstein'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596807299072', 'name': 'Apparel/Accessories'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1266423229406605313', 'name': 'Alexander McQueen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '866713693324574720', 'name': 'Melania Trump', 'description': 'Former US First Lady Melania Trump'}}]",UMN,0,0,0,0
714,179,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 28, 'quote_count': 0}",Twitter for iPhone,,"my heart is heavy. for all those coming out &amp; telling their stories of sexual &amp; emotional trauma i support you. i too have sexual abuse trauma, but am Not ready to come out with my story. seeing yours both breaks &amp; heals my heart. you are all so strong &amp; i stand with you🥺💛✨",1276221459258658817,408112843,{'place_id': '60e2c37980197297'},en,06/25/2020,,1276221459258658817,,everyone,False,,,UMN,28,1,0,0
715,180,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,"{'urls': [{'start': 228, 'end': 251, 'url': 'https://t.co/heaD0rZ5zO', 'expanded_url': 'https://www.instagram.com/p/CBvanF9gVjW/?igshid=63bvy3q1x35q', 'display_url': 'instagram.com/p/CBvanF9gVjW/…'}]}","A serious conversation about the ""night life"" in the Twin Cities and the ramifications of ""false power"", racism, sexual abuse &amp; the affects that drugs &amp; alcohol have on artists &amp; patrons of the ""club scene alike is… https://t.co/heaD0rZ5zO",1275074503437979649,41371003,"{'place_id': '8e9665cec9370f0f', 'coordinates': {'type': 'Point', 'coordinates': [-93.2645, 44.9774]}}",en,06/22/2020,,1275074503437979649,,everyone,False,,,UMN,0,0,0,0
716,181,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 19, 'end': 21, 'probability': 0.6348, 'type': 'Person', 'normalized_text': 'joe'}, {'start': 187, 'end': 195, 'probability': 0.4864, 'type': 'Person', 'normalized_text': 'Obamagate'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'IngrahamAngle', 'id': '50769180'}]}","@IngrahamAngle So, joe, are you trying to divert attention so people stop talking about your sexual abuse of Tara/and other women, touchy/feely of young female girls, what you knew about Obamagate, gaffes, forgetfulness or inability to do the leadership job? Just tell us. I’ll wait.",1260178407477907456,760065915039780864,{'place_id': '8e9665cec9370f0f'},en,05/12/2020,50769180.0,1260206995669475329,"[{'type': 'replied_to', 'id': '1260178407477907456'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1053753085489606656', 'name': 'Laura Ingraham', 'description': 'Laura Ingraham'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1053753085489606656', 'name': 'Laura Ingraham', 'description': 'Laura Ingraham'}}]",UMN,0,0,0,0
717,182,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 8, 'username': 'hex_grl', 'id': '1403255833'}]}","@hex_grl THANK YOU. I haven’t really wanted to watch bc i can’t see how abusing wild cats is entertaining in the slightest?? like it seems like it’s supposed to be a “funny” show to ppl when the main topics are murder, sexual abuse and animal abuse?",1250498928295862273,396167841,{'place_id': '60e2c37980197297'},en,04/15/2020,1403255833.0,1250501119618449408,"[{'type': 'replied_to', 'id': '1250500277024718848'}]",everyone,False,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}]",UMN,1,0,1,0
718,183,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 48, 'quote_count': 1}",Twitter for iPhone,"{'urls': [{'start': 288, 'end': 311, 'url': 'https://t.co/42kG70CVtG', 'expanded_url': 'https://twitter.com/introvertgay/status/1233226419167252482', 'display_url': 'twitter.com/introvertgay/s…'}], 'hashtags': [{'start': 215, 'end': 229, 'tag': 'IChooseWarren'}]}","I'm Neil, biracial son of an immigrant,  queer husband, PhD, survivor of childhood sexual abuse. 

I dream big of a world where kindness is normal &amp; cruelty is shamed, where the strong protect the vulnerable. 

#IChooseWarren because she is as strong &amp; as kind as I strive to be. https://t.co/42kG70CVtG",1233244134850297857,721391472,{'place_id': '8e9665cec9370f0f'},en,02/28/2020,,1233244134850297857,"[{'type': 'quoted', 'id': '1233226419167252482'}]",everyone,False,,,UMN,48,3,2,1
719,184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'DaveAllenShow', 'id': '25288602'}], 'hashtags': [{'start': 57, 'end': 67, 'tag': 'BoyScouts'}]}",@daveallenshow Thanks for having me today to discuss the #BoyScouts bankruptcy and for continuously including coverage of the issue of child sexual abuse on your show.,1229977411078492160,212736146,{'place_id': '60e2c37980197297'},en,02/19/2020,25288602.0,1229977411078492160,,everyone,False,,,UMN,1,0,0,0
720,185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 18, 'end': 34, 'username': 'realDonaldTrump', 'id': '25073877'}, {'start': 69, 'end': 79, 'username': 'boyscouts', 'id': '20685982'}], 'hashtags': [{'start': 165, 'end': 175, 'tag': 'BoyScouts'}]}",It’s fitting that @realDonaldTrump would be Honoray President of the @boyscouts when they declare bankruptcy due to the lawsuits which are a result of sexual abuse. #BoyScouts,1229771925045612544,784914974,{'place_id': '8e9665cec9370f0f'},en,02/18/2020,,1229771925045612544,,everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",UMN,0,0,0,0
